antibody_id,cdr_pc_1,cdr_pc_2,cdr_pc_3,cdr_pc_4,cdr_pc_5,cdr_pc_6,cdr_pc_7,cdr_pc_8,cdr_pc_9,cdr_pc_10,cdr_pc_11,cdr_pc_12,cdr_pc_13,cdr_pc_14,cdr_pc_15,cdr_pc_16,cdr_pc_17,cdr_pc_18,cdr_pc_19,cdr_pc_20,mi_5_10,mi_5_15,mi_10_15,mi_20_25,mi_20_30,mi_25_30,isotype_confidence,is_IgG,is_IgA,is_IgM,is_IgE,is_IgD,l1_Y_count,vl_hydrophobic_core_count,l3_K_count,l1_L_count,vl_entropy_normalized,vh_aa_diversity,vh_hydrophobic_core_count,vh_charge_separation,vl_turn_formers_count,vl_surface_curvature_std,vl_hydrophobic_density,vl_thermostable_DY_count,vl_surface_curvature_min,vl_surface_curvature_max,vh_helix_breakers_propensity,vl_thermal_motif_ratio,vh_sequence_entropy,vl_max_hydrophobic_patch,vl_hydrophobic_clustering,vh_hydrophobic_risk,vh_motif_risk,vl_surface_curvature_mean,vl_thermostable_YY_count,vl_helix_breakers_count,combined_net_charge,vh_vl_charge_balance,vh_hydrophobic_ratio,vh_entropy_normalized,vh_stabilizing_WGKG_count,vh_thermolabile_GG_count,vl_hydrophobic_surface_area,vl_hydrophobic_ratio,vh_thermostable_WG_count,vl_thermal_stability_range,vl_electrostatic_risk,vl_sheet_breakers_count,vh_high_curvature_regions,vh_entropy_variation,full_charge_clusters_density,vh_turn_formers_propensity,vl_sequence_entropy,vh_sheet_breakers_propensity,vh_cysteine_count,vl_sheet_formers_count,vh_negative_charge_count,vh_thermolabile_NG_count,vl_hydrophobic_risk,vl_patch_risk,vh_thermal_stability_std,vl_thermal_stability_sum,l3_R_count,vh_thermal_stability_range,vl_thermal_stability_std,l3_L_count,full_charge_clusters_count
GDPa1-127,0.21091950106627863,1.8727116184799735,-0.6656337188879873,-0.25547552682827535,-0.6972375069715514,1.133311083478994,-0.631872661146885,0.19112962228273075,-0.6107575219063707,1.4302826453900863,0.24580712629057855,-0.2167564123601024,-0.20319642257069448,-0.33072401491485215,0.7669034831166017,0.13139823828434616,-0.4250417266062057,-0.07368641768990854,-1.2217858511106399,-1.7560891314074414,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,47.0,2.0,4.875,1.3333333333333333,2.0,4.0,8.0,1.0,1.0,80.73170731707317,8.0,9.0,7.0,80.84112149532712,2.0,9.0,10.0,2.0,-6.3000000000000025,1.0,34.0,34.0,17.0,17.0,17.0,-5.800000000000001,14.0,14.0,14.0,-1.0,32.0,65.0,40.0,51.0,45.21111111111111,30.0,0.0,39.0,42.0,42.0,53.0,34.0,38.125,31.0,32.0,34.0,74.0,65.0,109.8,74.0,65.0,128.4,238.2
GDPa1-128,0.3394363615111369,2.1407063552004835,1.1223429009859174,-2.635110418936803,-4.217072898141181,-2.5693764840626234,-0.44214647889625325,-0.565110928116051,1.4406453539994597,-0.37766510174885587,-1.007748678732283,-0.5314858146439954,0.6997074748383715,-0.6001197370276053,0.4143623809500846,0.4070138086484811,-1.7517077602862856,-2.2917813552498147,-1.1727710339159878,1.1781929968582958,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,47.0,1.0,4.0,4.0,0.0,3.0,8.0,3.0,0.5,79.5,7.0,11.0,9.0,77.88461538461539,4.0,10.0,10.0,3.5,-10.500000000000002,3.0,28.0,28.0,15.0,15.0,15.0,-10.6,17.0,17.0,17.0,-0.5,28.0,64.0,37.0,50.0,34.52,27.0,2.5,40.0,35.0,35.0,58.0,39.0,37.142857142857146,35.0,30.0,35.0,74.0,64.0,85.3,74.0,64.0,104.9,190.2
GDPa1-129,-3.7061153582679753,-0.2967713268766011,-0.08376614523178529,-1.3687960755471122,1.5704659698603025,-1.8989442462573118,2.7314303344394566,0.5616486396424025,-1.7078034936835615,-2.309135245574102,-2.3386035687641336,1.896896899040996,0.10432893001873768,-0.9479135243388089,2.1000355274714377,0.34197238093587623,-0.15880167980838064,-0.31970567401769584,-1.751395079845724,-0.14518127737328107,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,49.0,1.0,6.333333333333333,1.3333333333333333,1.0,4.0,8.0,3.5,5.5,80.33898305084746,9.0,14.0,5.0,79.82142857142857,2.0,13.0,7.0,2.0,-3.800000000000002,3.5,33.0,33.0,15.0,15.0,15.0,-9.5,18.0,18.0,18.0,5.5,35.0,70.0,41.0,55.0,34.582417582417584,28.0,9.0,38.0,42.0,42.0,51.0,35.0,34.666666666666664,35.0,31.0,33.0,74.0,70.0,123.6,74.0,70.0,128.7,252.3
GDPa1-130,-5.5553890529734975,-0.16702802637988426,0.5959363121999116,1.1868023935613579,0.19893284474033926,-1.8079268496876597,-0.31926929539162746,-0.6288139639861099,-1.3147746434494274,-0.23384715633357067,1.1464089364632732,1.2201035588174172,-0.4003741669507172,-0.47615648539296856,0.004510652673565506,0.9143389407768816,0.5560444680784234,-0.5573637490156705,-0.02963914068181957,-0.23039382413712464,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,49.0,2.0,4.75,0.75,2.0,2.0,9.0,0.0,2.0,80.5,9.0,9.0,7.0,79.82142857142858,0.0,13.0,10.0,2.0,-8.0,0.0,33.0,33.0,18.0,18.0,18.0,-10.4,19.0,19.0,19.0,2.0,35.0,70.0,38.0,52.0,32.0,23.0,2.0,38.0,40.0,40.0,53.0,38.0,36.358024691358025,38.0,33.0,35.0,74.0,70.0,117.5,74.0,70.0,128.0,245.5
GDPa1-131,1.8032416890293708,-1.2783713177320697,1.9562267728316434,-1.7203825227896128,2.4292478977729295,3.08081798307577,-2.8224761732086874,0.8916699764884252,2.678138781150567,-1.753318841267143,-0.014525385775747239,-0.8953279658448795,2.3570740132262844,0.019846170409746323,0.20476307267731667,1.2816544369333733,0.8330068668218218,-1.1081594370934154,0.5727759318682759,-1.2681297868060588,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,2.0,48.0,0.0,5.375,1.0,2.0,4.0,7.0,3.0,1.0,80.16949152542372,7.0,10.0,7.0,78.97196261682242,1.0,9.0,10.0,4.0,-7.600000000000001,3.0,31.0,31.0,16.0,16.0,16.0,-6.7,14.0,14.0,14.0,-1.0,33.0,65.0,37.0,53.0,35.31111111111111,27.0,2.0,43.0,41.0,41.0,54.0,35.0,40.35714285714285,31.0,28.0,38.0,76.0,65.0,109.4,76.0,65.0,123.8,233.2
GDPa1-132,0.03969861292297825,1.5431205346259893,1.022631086946364,1.6047606985951526,0.44086781591207996,0.0003443307006037677,1.7150172691327747,2.848174372633986,-1.7300330928476044,-0.16086319042187078,-1.548580208316719,0.4851983913181802,-0.646137811968652,1.718544953139135,-0.7888012286806931,0.6757821770817865,-0.22623613884966748,-0.1398096333846581,0.7541951170001756,-0.09202266387601828,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,2.0,49.0,2.0,5.25,4.0,0.0,3.0,8.0,1.0,5.5,78.16666666666667,10.0,9.0,7.0,78.49557522123894,4.0,13.0,7.0,6.5,-7.800000000000001,-1.0,31.0,31.0,14.0,14.0,14.0,-10.7,15.0,15.0,15.0,5.5,34.0,71.0,37.0,57.0,37.86813186813187,27.0,4.5,42.0,35.0,35.0,59.0,38.0,41.34444444444444,35.0,32.0,33.0,74.0,71.0,106.2,74.0,71.0,105.5,211.7
GDPa1-133,2.1847888337278127,-0.743835084133965,3.8678305374486412,-3.1750039708411397,0.6002824863664349,0.6129832582996838,1.533283465018403,-0.2079878540965795,1.5079103707442392,1.3824045665908387,0.21679777756453564,0.4519776030173861,-0.29052538919431853,0.6136969617820368,-1.0171314414919448,1.2807964951398383,0.08683599954069651,-0.7561344270576185,0.7161461650528614,1.3061761277843544,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,0.0,47.0,0.0,3.7,1.3333333333333333,1.0,3.0,6.0,3.5,0.5,80.0,8.0,13.0,9.0,78.97196261682242,2.0,12.0,11.0,3.0,-9.7,3.5,32.0,32.0,16.0,16.0,16.0,-5.8,13.0,13.0,13.0,0.5,32.0,65.0,36.0,54.0,34.06818181818182,28.0,4.0,37.0,35.0,35.0,58.0,34.0,38.94230769230769,26.0,33.0,31.0,74.0,65.0,108.1,74.0,65.0,108.2,216.3
GDPa1-134,2.414200640268663,0.44666670415042176,0.1829825887898137,-0.4304277700188397,-3.438891894775956,-1.662730776654458,-0.34108605818944837,0.0019656578156987702,-0.7902303462151343,-0.3573576750352849,-0.42319369405132823,-0.3549310201638817,-0.9680385320318241,0.7669041955928617,0.5382338635197984,0.5144233714556012,0.7607500294825229,0.06778265758094665,1.5108925115821563,-1.208293291847883,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,2.0,47.0,2.0,5.0,2.5,0.0,3.0,7.0,0.5,1.0,78.4297520661157,7.0,8.0,7.0,77.9245283018868,4.0,14.0,12.0,0.5,-9.8,0.5,30.0,30.0,13.0,13.0,13.0,-7.4,13.0,13.0,13.0,1.0,32.0,64.0,36.0,54.0,40.63095238095238,23.0,1.5,40.0,35.0,35.0,62.0,39.0,38.82142857142857,33.0,34.0,32.0,74.0,64.0,100.5,74.0,64.0,101.8,202.3
GDPa1-135,-0.6662782312933606,-1.9374134046505893,-3.0417538236118222,-0.25589188830530757,0.8034791500819911,0.7413650333761913,-1.4263508341855766,-0.4999118277263545,-1.2064251064489704,2.343761361575113,-0.9934198495074574,-1.5593323684873885,0.05750375998950844,0.8206347752149589,-0.8676600645515132,0.6372672881178153,0.663100641229603,-0.600069275080217,-1.7130323994115035,0.7845685841875093,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,49.0,1.0,4.625,1.0,1.0,2.0,9.0,0.5,3.5,81.33333333333333,7.0,8.0,7.0,79.1891891891892,1.0,10.0,13.0,4.0,-7.200000000000003,0.5,33.0,33.0,16.0,16.0,16.0,-13.200000000000005,23.0,23.0,23.0,-3.5,29.0,68.0,40.0,48.0,32.676923076923075,26.0,-3.0,37.0,42.0,42.0,55.0,42.0,30.446428571428573,41.0,33.0,30.0,74.0,68.0,112.6,74.0,68.0,135.9,248.5
GDPa1-136,-0.013906662518345532,1.0169200492038062,-1.5139377603594184,0.40708229716291217,0.3338502326789074,0.5335569674056767,-0.7556240807850749,-0.7927833996142049,-0.5282295798479473,-0.557272622956129,0.12215726634432268,0.33795004522087213,-0.18064790877445228,0.7484001131997712,-0.11931201066428745,-0.13584750736725984,0.6482497888684201,-0.5021750285407689,-0.09145645458495241,-0.0483382745600949,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,0.0,49.0,2.0,3.230769230769231,2.0,1.0,2.0,7.0,0.5,2.5,82.10084033613444,9.0,10.0,12.0,78.8495575221239,3.0,11.0,8.0,2.0,-6.799999999999999,0.5,34.0,34.0,17.0,17.0,17.0,-10.7,17.0,17.0,17.0,2.5,33.0,71.0,39.0,55.0,38.63636363636363,28.0,3.0,42.0,39.0,39.0,56.0,39.0,41.18888888888889,37.0,22.0,35.0,73.0,71.0,117.4,73.0,71.0,127.1,244.5
GDPa1-137,-4.92792868331731,-0.36839605771210404,0.7288688296297983,-0.9054698422745686,2.767592846912253,-0.14391855008191032,0.5139142432462734,-0.7825037895557762,-1.6632779135292548,-0.7618368986233343,-3.07844069101256,0.4020219175373971,2.3953672619461646,-0.8345344136147748,0.4740526846549688,-0.7793709071988913,-1.4752102801817761,0.5952238756917406,0.7977578729610448,-1.0739357464260002,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,-1.0,49.0,1.0,4.0,1.0,0.0,4.0,9.0,4.5,2.0,81.16666666666667,7.0,13.0,9.0,79.82142857142858,1.0,11.0,9.0,2.5,-8.799999999999999,4.5,33.0,33.0,16.0,16.0,16.0,-9.3,18.0,18.0,18.0,2.0,33.0,70.0,36.0,56.0,37.0,27.0,6.5,40.0,40.0,40.0,57.0,38.0,36.76923076923077,38.0,32.0,35.0,74.0,70.0,121.3,74.0,70.0,116.4,237.7
GDPa1-138,1.3206422202658,-3.1045334869127763,3.402784834281026,-0.4802755326615658,0.3885769192163371,0.988690984672558,-1.9707811766542904,5.364825683610919,-0.19573452327000193,-1.5698675639345172,-2.8372333585707152,0.14052596755833233,-0.24057194666911302,0.34676037580871494,-0.6672958253085687,0.32217883233672834,0.3766830039783474,0.3264150576010125,-0.05481686811090256,-1.379631136038719,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,47.0,0.0,4.875,2.0,0.0,2.0,8.0,1.5,4.5,78.69565217391305,8.0,10.0,7.0,79.90654205607476,2.0,14.0,9.0,3.0,-9.3,1.5,33.0,33.0,14.0,14.0,14.0,-6.9,16.0,16.0,16.0,4.5,33.0,65.0,35.0,51.0,36.40476190476191,24.0,6.0,39.0,34.0,34.0,57.0,37.0,38.15,30.0,32.0,31.0,74.0,65.0,108.8,74.0,65.0,103.1,211.9
GDPa1-139,-2.665381890386332,-0.7076928110925724,1.541378748248846,-0.7389292144117262,1.0557002661074149,-0.011278355114604817,0.42000335242592834,0.790062244233165,-0.10178546371033148,0.19582010868183664,1.5056535939626692,-2.729754869853093,-0.8454569793573332,3.3441779210189844,1.5795109919402743,-0.34655809252427544,-0.8895284512849687,1.4379218101337026,-1.5992319992477777,0.3598749712674097,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,49.0,2.0,5.428571428571429,3.0,0.0,4.0,8.0,1.0,1.0,79.15254237288136,9.0,11.0,6.0,81.53153153153154,3.0,12.0,10.0,0.0,-7.499999999999998,1.0,36.0,36.0,14.0,14.0,14.0,-6.700000000000002,16.0,16.0,16.0,1.0,33.0,69.0,38.0,51.0,34.53333333333333,33.0,2.0,38.0,37.0,37.0,57.0,32.0,35.21212121212121,31.0,31.0,30.0,74.0,69.0,120.3,74.0,69.0,115.6,235.9
GDPa1-140,-2.1146063071025814,0.4012656473068187,-2.644139327114757,1.910519464142108,2.5468001603501644,-0.35766895205975074,1.1298882247000401,0.3470432944949933,-0.016674301453424852,0.21481778526369547,-2.076500198764763,-0.5849966607436005,-0.2781804754997519,-0.16322677588685314,0.6722412013679695,0.6936710791488313,1.1211915121404539,-0.4118198706539685,-0.9248244433777186,-0.10613777997286152,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,49.0,2.0,7.0,0.3333333333333333,4.0,3.0,9.0,2.0,0.5,79.57983193277312,6.0,8.0,5.0,78.82882882882883,-3.0,10.0,9.0,1.5,-6.8,2.0,33.0,33.0,19.0,19.0,19.0,-12.0,22.0,22.0,22.0,0.5,31.0,68.0,41.0,48.0,35.87777777777778,23.0,2.5,42.0,42.0,42.0,49.0,44.0,26.08333333333333,43.0,28.0,38.0,74.0,68.0,111.4,74.0,68.0,133.1,244.5
GDPa1-141,-6.721267789308996,-2.1172325127056775,0.5013746689371262,-0.03418697714991805,0.2320691194766004,-0.39576351499426043,0.9576080944297811,1.3508827579692426,-0.1006885436874034,-2.223253975534212,0.23897755269694962,0.7519102371777622,1.9544578301209528,-0.6273310331255748,1.1082645007241232,1.1052087091430645,-1.0484656251173157,0.7560982303519463,1.0261527486849455,-0.024576851915890006,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,49.0,0.0,5.857142857142857,1.0,1.0,3.0,10.0,0.5,1.5,79.57983193277312,10.0,11.0,6.0,81.60714285714286,1.0,11.0,9.0,1.0,-6.4,0.5,35.0,35.0,16.0,16.0,16.0,-8.8,19.0,19.0,19.0,1.5,38.0,70.0,40.0,51.0,38.343434343434346,24.0,2.0,41.0,40.0,40.0,53.0,35.0,36.44545454545455,36.0,28.0,38.0,74.0,70.0,127.3,74.0,70.0,126.5,253.8
GDPa1-142,2.001360603609216,-1.202938829007922,1.406426634002269,-0.7950565567534135,2.310394077860248,-1.2502100823195095,0.31435665975629207,0.588688197946007,-0.13256186843536993,-0.8116415466059584,1.2086088836842548,-1.2325943724393593,-0.7153169453094783,0.7003087561935879,-0.34799252426849436,-2.0566652934959317,-0.19202978607459886,0.04186982092311597,0.13227394429127143,-0.1420439991054062,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,47.0,0.0,4.333333333333333,1.0,1.0,4.0,7.0,3.0,0.5,80.4,8.0,12.0,8.0,78.41121495327103,1.0,12.0,12.0,3.5,-7.300000000000002,3.0,30.0,30.0,15.0,15.0,15.0,-8.700000000000003,16.0,16.0,16.0,-0.5,30.0,65.0,41.0,52.0,37.763888888888886,29.0,2.5,39.0,40.0,40.0,59.0,36.0,38.5,31.0,32.0,28.0,74.0,65.0,101.1,74.0,65.0,115.9,217.0
GDPa1-143,-0.08714569537660533,0.3233141172875868,-0.015606398384236345,1.09816592371683,-0.5596604349243137,-0.9486523240758344,-0.6341803726224883,-0.2991065454575462,-2.0021371680112825,0.23685385283716776,-0.36110576864919314,-0.8431346363549563,0.48565932484124247,1.8948709194252182,-0.4795582532764493,0.13738869180760319,0.4172151138869,0.2319301256108234,0.547676820377562,-0.4072066970938058,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,49.0,2.0,4.875,5.0,0.0,5.0,7.0,3.0,0.5,78.73949579831933,9.0,12.0,7.0,79.82142857142857,5.0,12.0,11.0,2.5,-6.900000000000001,3.0,35.0,35.0,14.0,14.0,14.0,-6.700000000000001,13.0,13.0,13.0,0.5,34.0,71.0,38.0,57.0,38.55303030303031,30.0,3.5,39.0,35.0,35.0,56.0,36.0,40.94444444444444,31.0,32.0,31.0,74.0,71.0,119.1,74.0,71.0,107.5,226.6
GDPa1-144,1.578439939531412,-0.20967834164589613,-2.9581036315750753,-1.1875288001133497,-1.2588285999525792,2.1122685772154735,-1.5916835194092225,0.3771139141155016,0.049638418997549644,-4.1337067247798664,0.17362454015834944,1.7166801157439233,0.7410379931181241,-1.2531164944489275,-0.22110463304397754,2.0400181845476375,0.8801412883112804,-0.2005932140270994,-0.4027007481727679,0.6664105351110048,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,48.0,1.0,3.0,2.0,0.0,5.0,7.0,2.5,1.5,83.83333333333333,7.0,10.0,11.0,77.9245283018868,2.0,13.0,11.0,1.0,-4.200000000000001,2.5,30.0,30.0,13.0,13.0,13.0,-9.400000000000002,18.0,18.0,18.0,1.5,31.0,64.0,40.0,50.0,30.734265734265733,23.0,4.0,36.0,43.0,43.0,58.0,39.0,38.05714285714286,34.0,27.0,27.0,75.0,64.0,100.9,75.0,64.0,131.1,232.0
GDPa1-145,-0.08334417023369928,2.353298221249441,4.789670979363292,-1.58725530088362,-3.224325290143348,-0.8323311183962746,0.7323244058061751,0.2221565373591847,0.2540902196117346,0.8296124964469641,-2.0275119546932032,-1.0511291819870527,-0.514731756900872,0.06707659102058329,-1.154244624783821,1.611298568615409,-0.6203834525520299,0.7353597343954849,-1.6366214756738464,0.6429360915692346,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,47.0,3.0,5.428571428571429,4.0,0.0,3.0,8.0,2.5,4.0,82.05882352941175,6.0,9.0,6.0,78.49056603773585,4.0,14.0,9.0,1.5,-8.299999999999999,2.5,31.0,31.0,12.0,12.0,12.0,-9.1,14.0,14.0,14.0,4.0,29.0,64.0,35.0,53.0,39.65079365079365,27.0,6.5,38.0,31.0,31.0,61.0,41.0,34.01851851851852,36.0,34.0,29.0,41.5,64.0,89.9,9.0,64.0,93.6,183.5
GDPa1-146,2.7756797186309248,-1.647143716671713,5.047244633608736,-2.388433289037591,2.4301262102098384,2.3977352085691064,1.3625108678240772,0.3222199150947872,-0.03710388034329904,0.9212467453955828,2.927794328602175,-1.2132257520457568,-1.6584289465089919,0.7212763742173522,-0.7664818672237562,0.2758960715906946,1.0327995562455916,-0.5953539861506095,1.1402089972676888,0.44099425227944145,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,1.0,1.0,47.0,0.0,4.375,2.0,0.0,3.0,8.0,1.5,2.5,80.40650406504065,8.0,10.0,7.0,79.43396226415095,3.0,14.0,11.0,1.0,-7.700000000000001,1.5,30.0,30.0,16.0,16.0,16.0,-8.000000000000002,14.0,14.0,14.0,2.5,32.0,65.0,39.0,53.0,37.25974025974026,26.0,4.0,35.0,39.0,39.0,55.0,34.0,39.15,29.0,37.0,30.0,74.0,65.0,101.4,74.0,65.0,119.3,220.7
GDPa1-147,0.8533451657250899,3.6038503697446913,-3.0204794575194014,-3.366141048781507,1.195548194090272,1.9511364212169475,-2.2439846514607846,-0.14389756266904927,-0.9155001559365618,0.06379562958902345,-0.5084009833625641,-0.013057892077079442,-1.5915203252436525,-0.30677674322730164,-0.6354951217970916,2.041025376633901,-0.7754716079233405,0.720259542109645,-0.76626262377965,-0.5705755332212641,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,48.0,2.0,4.6,3.5,1.0,4.0,8.0,0.5,1.0,79.0909090909091,8.0,9.0,9.0,80.09345794392523,6.0,8.0,7.0,0.5,-7.899999999999999,0.5,33.0,33.0,18.0,18.0,18.0,-7.7,17.0,17.0,17.0,1.0,29.0,65.0,42.0,49.0,33.80357142857143,30.0,1.5,46.0,37.0,37.0,55.0,36.0,37.958333333333336,33.0,21.0,40.0,75.0,65.0,105.4,75.0,65.0,125.8,231.2
GDPa1-148,-1.4407906364732836,2.5110218489293246,-1.422801046424675,0.6042019804615705,0.5110608637592036,0.7093538356070017,0.5589902660093109,-1.056455608089586,1.0413008192412159,0.6281406375531127,0.13521634609403757,0.6338514329717972,-0.434776080816964,-1.0848140923831235,0.554615862182727,-0.4844406188089753,0.5555023535040375,-0.007034903486083415,-0.34684656220784793,-1.1554913300243508,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,48.0,3.0,5.25,1.0,3.0,3.0,7.0,0.5,1.5,80.98360655737706,9.0,10.0,7.0,78.41121495327103,1.0,10.0,8.0,1.0,-6.5,0.5,30.0,30.0,22.0,22.0,22.0,-9.2,16.0,16.0,16.0,1.5,29.0,66.0,41.0,53.0,36.025,30.0,2.0,42.0,44.0,44.0,47.0,36.0,36.66666666666666,32.0,29.0,38.0,73.0,66.0,102.3,73.0,66.0,141.0,243.3
GDPa1-149,0.684259627232551,-0.8574279921229616,-0.43117340899268153,-1.2252305200173146,-0.6082449586881244,-0.24401004621467495,-0.35772085248766905,-0.22533532452187696,-0.25928044042701026,-1.2881035181124316,-1.5231568992087468,-0.03365972271919184,0.5214936293071696,1.9174653103277743,0.7506831799509991,-1.9032003832313096,-0.06674410388443316,0.7378635015918796,1.2154779445587371,-1.6306971376734327,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,2.0,0.0,49.0,1.0,5.75,0.6666666666666666,2.0,6.0,8.0,3.0,0.0,77.64227642276423,6.0,10.0,7.0,77.85714285714286,0.0,11.0,11.0,3.0,-10.8,3.0,31.0,31.0,17.0,17.0,17.0,-8.5,15.0,15.0,15.0,0.0,34.0,70.0,36.0,58.0,40.66115702479339,23.0,3.0,46.0,36.0,36.0,62.0,42.0,37.36666666666667,36.0,31.0,36.0,74.0,70.0,108.6,74.0,70.0,110.7,219.3
GDPa1-150,-0.7341247852449981,0.7521908835504663,0.7806823590463458,1.0404552113692065,-1.7909367113227868,1.3163742881339886,-3.8445487142351555,-2.587848612307322,-0.5766736164316731,-0.1671471782193499,2.046245660113002,1.3991711486331946,-0.36808681011802297,1.3973288489692037,-0.8359251956542858,-0.3975352882240341,-0.9996136440263619,-0.21892139184986004,-0.23546021954049534,0.41687042121126944,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,1.0,46.0,2.0,5.142857142857143,1.3333333333333333,1.0,3.0,9.0,1.0,2.5,80.26548672566372,8.0,9.0,6.0,80.8411214953271,2.0,13.0,10.0,1.5,-7.200000000000001,1.0,33.0,33.0,14.0,14.0,14.0,-7.399999999999999,15.0,15.0,15.0,2.5,29.0,65.0,37.0,52.0,33.83076923076923,31.0,3.5,36.0,38.0,38.0,53.0,35.0,38.54166666666666,33.0,29.0,31.0,74.0,65.0,105.9,74.0,65.0,119.9,225.8
GDPa1-151,-2.9008349683900603,1.4189745626018437,-0.33562193853562206,-1.0375675296977047,-0.8699011590070741,-0.7519881513580332,-0.7982719175572002,1.0734686079289548,-1.2800573428341984,0.6364692691948625,-0.22461118583380477,-1.702348502936748,1.0493409332969172,0.7028704042874876,0.01481292621128848,-0.3218539026503158,-1.4302662859036015,1.034802504760821,-0.5429404663332567,-0.11490330163604033,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0,0,0,1,0,0.0,0.0,49.0,1.0,6.0,1.3333333333333333,2.0,4.0,8.0,0.5,1.5,77.93388429752066,9.0,9.0,6.0,79.64285714285714,2.0,12.0,10.0,2.0,-8.200000000000001,-0.5,34.0,34.0,18.0,18.0,18.0,-8.6,16.0,16.0,16.0,1.5,36.0,70.0,42.0,54.0,36.31666666666667,26.0,1.0,42.0,36.0,36.0,53.0,38.0,41.54320987654321,36.0,28.0,35.0,74.0,70.0,116.8,74.0,70.0,116.1,232.9
