antibody_id,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_core_size,vh_hydrophobic_core_count,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,cdr_total_net_charge,vh_net_charge,vl_sheet_breakers_count,vl_helix_breakers_count,vl_high_curvature_regions,vl_thermal_stability_sum,vh_high_curvature_regions,vh_sheet_breakers_count,vh_helix_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,cdr_negative_charge_total,vh_positive_charge_count,vh_thermal_motif_balance,cdr_heavy_vs_light_charge_gap,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,cdr_positive_charge_total,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,cdr_h3_net_charge,vl_rigid_residues_count,cdr_charge_symmetry_ratio,cdr_l2_hydrophobicity_mean,full_aromatic_stacking_count,vh_thermolabile_GG_count,cdr_h2_net_charge,vh_thermal_motif_ratio,vh_flexibility_ratio,cdr_l1_net_charge,cdr_h3_negative_charge_count,vl_thermal_motif_balance,cdr_l2_net_charge,vl_aa_diversity,cdr_h2_negative_charge_count,vh_vhh_vhh_stable_YY,vh_thermostable_YY_count,cdr_l3_hydrophobicity_mean,cdr_h2_hydrophobicity_mean,vl_flexibility_ratio,vh_vhh_vhh_stable_DY,vh_thermostable_DY_count,cdr_h3_positive_charge_count,vh_max_cys_spacing,cdr_l3_net_charge,cdr_l1_negative_charge_count,cdr_h1_net_charge,cdr_l2_positive_charge_count,vh_max_hydrophobic_patch,cdr_max_hydrophobicity_mean,cdr_h2_positive_charge_count,vl_thermolabile_GG_count,vl_thermal_motif_ratio,cdr_l1_hydrophobicity_mean,cdr_l2_negative_charge_count,cdr_min_hydrophobicity_mean,vh_aa_diversity,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-058,214.9,113.2,65.0,74.0,101.7,65.0,74.0,37.0,25.0,35.0,36.27160493827161,40.0,55.0,35.0,35.0,43.0,4.0,21.0,32.56,54.0,37.0,65.0,32.0,-1.5,5.0,17.0,17.0,17.0,-12.000000000000002,17.0,17.0,17.0,29.0,29.0,-1.0,-7.600000000000001,6.0,5.0,3.0,10.0,2.0,1.5,77.28971962616822,10.0,9.0,9.0,1.5,79.82758620689654,5.0,1.0,1.0,7.0,1.0,-1.25,3.0,0.0,0.0,2.0,3.909090909090909,-1.0,-0.0,1.0,-0.5,20.0,-0.0,1.0,1.0,-0.3,-0.5375000000000001,5.0,0.0,0.0,1.0,74.0,0.0,1.0,-1.0,0.5,3.0,0.0599999999999999,0.0,1.0,1.0,-0.775,1.0,-1.25,19.0,2.535,0.206830463,1.0,82.33,307.59
GDPa1-059,228.0,107.2,70.0,74.0,120.8,70.0,74.0,37.0,27.0,36.0,38.5625,38.0,54.0,34.0,34.0,42.0,6.5,30.0,35.888888888888886,57.0,36.0,70.0,33.0,2.0,0.5,17.0,17.0,17.0,-9.3,15.0,15.0,15.0,34.0,34.0,6.0,-9.8,5.5,9.0,2.0,10.0,2.0,6.0,79.5575221238938,6.0,16.0,8.0,4.0,77.78761061946904,0.5,6.0,-1.0,8.0,3.0,0.1833333333333332,3.0,1.0,-1.0,1.5,6.0,1.5,1.0,-1.0,2.5,20.0,1.0,2.0,2.0,0.2222222222222222,-0.5875000000000001,4.222222222222222,0.0,0.0,0.0,74.0,0.0,-0.0,0.0,2.5,3.0,0.2222222222222222,0.0,0.0,0.0,-0.9875,-0.0,-0.9875,20.0,2.745,0.344627868,15.625,84.345,228.75
GDPa1-060,211.5,114.1,65.0,74.0,97.4,65.0,74.0,38.0,27.0,31.0,39.65714285714286,37.0,53.0,37.0,37.0,43.0,3.5,27.0,34.708333333333336,53.0,37.0,65.0,30.0,-0.5,1.0,15.0,15.0,15.0,-8.200000000000001,16.0,16.0,16.0,30.0,30.0,2.5,-8.400000000000002,1.5,8.0,2.0,9.0,-1.0,1.5,78.78504672897196,6.0,10.0,7.0,1.5,78.44827586206897,1.0,2.5,-1.0,8.0,1.5,-1.15,2.0,3.0,0.0,0.6,6.142857142857143,-1.0,1.0,0.0,1.0,19.0,-0.0,1.0,1.0,-1.7999999999999998,-0.0875,4.111111111111111,1.0,1.0,0.0,74.0,0.5,1.0,0.0,1.0,3.0,0.45,0.0,1.0,0.5,0.4375,-0.0,-1.7999999999999998,19.0,2.71,0.0,1.625,80.83,345.31
GDPa1-061,214.0,108.5,65.0,74.0,105.5,65.0,74.0,37.0,25.0,28.0,39.57142857142857,34.0,52.0,35.0,35.0,43.0,1.0,28.0,33.90277777777778,50.0,38.0,65.0,33.0,-2.0,-1.0,15.0,15.0,15.0,-5.4,17.0,17.0,17.0,33.0,33.0,2.0,-9.000000000000002,3.0,9.0,3.0,8.0,1.0,2.0,81.02803738317758,6.0,10.0,7.0,1.0,77.75862068965517,1.0,2.0,-1.0,9.0,1.0,-7.401486830834377e-17,4.0,3.0,0.0,1.0,6.142857142857143,-1.0,1.0,1.0,0.5,18.0,-0.0,3.0,3.0,-1.5666666666666669,-0.0374999999999999,3.4,1.0,1.0,0.0,74.0,0.5,1.0,-1.0,0.5,3.0,0.4875,0.0,0.0,1.0,0.4875,-0.0,-1.5666666666666669,19.0,2.96,0.0,8.0,75.815,241.97
GDPa1-062,234.6,130.3,65.0,74.0,104.3,65.0,74.0,33.0,35.0,32.0,40.93055555555556,35.0,52.0,44.0,44.0,39.0,-4.5,28.0,35.57692307692308,53.0,37.0,65.0,30.0,-5.5,-3.5,15.0,15.0,15.0,-8.600000000000003,17.0,17.0,17.0,31.0,31.0,-1.0,-7.300000000000001,2.5,13.0,7.0,10.0,1.0,0.5,79.53271028037383,6.0,8.0,9.0,1.5,81.07438016528926,3.5,1.0,-2.0,8.0,0.0909090909090909,0.9166666666666666,2.0,3.0,0.0,1.0,5.571428571428571,-1.0,3.0,1.0,0.0,19.0,-0.0,1.0,1.0,-2.2222222222222223,0.5625000000000001,3.888888888888889,2.0,2.0,1.0,74.0,-2.0,1.0,-0.5,0.0,3.0,0.9166666666666666,0.0,0.0,1.0,0.1374999999999999,-0.0,-2.2222222222222223,20.0,2.79,0.227966916,11.5,,206.92
GDPa1-063,244.4,123.6,70.0,74.0,120.8,70.0,74.0,38.0,30.0,36.0,36.25,36.0,58.0,38.0,38.0,45.0,1.0,24.0,40.42657342657343,50.0,39.0,70.0,38.0,2.0,2.0,18.0,18.0,18.0,-8.400000000000002,19.0,19.0,19.0,34.0,34.0,-1.0,-10.600000000000003,3.0,11.0,2.0,13.0,1.0,2.0,80.0,6.0,8.0,9.0,4.0,77.84,2.0,1.0,2.0,8.0,1.0,1.85,5.0,3.0,0.0,1.0,6.428571428571429,0.0,1.0,1.0,0.0,19.0,-0.0,3.0,3.0,0.7,-0.3125,4.0,1.0,1.0,3.0,74.0,0.0,-0.0,0.0,0.0,2.0,1.85,0.0,0.0,1.0,0.6624999999999999,-0.0,-0.7923076923076925,19.0,2.915,0.158747892,15.0,79.99000000000001,109.47
GDPa1-064,234.1,128.0,66.0,74.0,106.1,66.0,74.0,34.0,34.0,32.0,36.833333333333336,34.0,52.0,43.0,43.0,37.0,1.0,30.0,34.25,51.0,41.0,66.0,31.0,-1.0,0.0,17.0,17.0,17.0,-8.200000000000001,17.0,17.0,17.0,32.0,32.0,1.0,-7.2,1.0,12.0,6.0,12.0,0.0,3.0,80.55555555555556,7.0,10.0,9.0,5.0,81.5702479338843,0.0,1.0,-3.0,9.0,3.0,-1.5166666666666666,4.0,3.0,0.0,0.8,4.625,1.0,3.0,1.0,0.0,17.0,2.0,2.0,2.0,-0.6333333333333334,-1.875,3.4,1.0,1.0,0.0,74.0,0.0,-0.0,1.0,1.0,3.0,-0.19,2.0,0.0,1.0,-0.4624999999999999,1.0,-1.875,19.0,2.63,0.0,4.5,84.78,196.76
GDPa1-065,235.1,122.2,65.0,74.0,112.9,65.0,74.0,34.0,30.0,34.0,38.73214285714285,39.0,57.0,40.0,40.0,40.0,-2.0,24.0,35.81818181818182,50.0,42.0,65.0,31.0,-2.0,-1.0,17.0,17.0,17.0,-9.400000000000002,15.0,15.0,15.0,33.0,33.0,-1.0,-6.5,0.0,11.0,2.0,10.0,2.0,0.0,78.97196261682242,9.0,7.0,8.0,0.0,80.98360655737704,1.0,1.0,-1.0,7.0,0.0,0.4666666666666666,5.0,0.0,0.0,2.0,4.0,-1.0,1.0,1.0,0.0,19.0,-0.0,1.0,1.0,-0.1888888888888889,0.45,4.875,0.0,0.0,0.0,74.0,0.0,1.0,0.0,0.0,2.0,0.4666666666666666,0.0,0.0,1.0,-0.2625,-0.0,-0.2625,19.0,2.865,0.0,-0.375,,327.32
GDPa1-066,222.3,121.0,65.0,74.0,101.3,65.0,74.0,33.0,30.0,32.0,42.06493506493506,37.0,54.0,39.0,39.0,39.0,5.5,28.0,31.984615384615385,55.0,42.0,65.0,30.0,-0.5,2.0,15.0,15.0,15.0,-9.4,17.0,17.0,17.0,29.0,29.0,3.5,-7.3,1.5,10.0,4.0,13.0,1.0,3.5,77.85046728971963,7.0,11.0,7.0,3.5,79.91735537190083,2.0,3.5,-1.0,7.0,3.5,-0.4000000000000001,5.0,2.0,-1.5,1.0,4.875,2.0,1.0,1.0,0.0,20.0,2.0,1.0,1.0,-1.8888888888888888,-1.2000000000000002,4.625,1.0,1.0,0.0,74.0,-0.5,-0.0,0.5,0.0,3.0,-0.0625,0.5,0.0,1.0,-0.0625,-0.0,-1.8888888888888888,20.0,2.505,0.110621529,-0.375,86.945,244.68
GDPa1-067,239.7,130.1,66.0,74.0,109.6,66.0,74.0,36.0,28.0,36.0,37.94444444444444,37.0,54.0,42.0,42.0,42.0,1.5,27.0,34.81818181818182,50.0,44.0,66.0,31.0,-0.5,0.5,19.0,19.0,19.0,-8.8,18.0,18.0,18.0,32.0,32.0,1.0,-8.300000000000004,0.5,11.0,3.0,12.0,1.0,2.5,79.90825688073394,6.0,9.0,8.0,2.5,79.6774193548387,0.5,1.0,-2.0,9.0,2.5,-1.0,6.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,1.0,17.0,1.0,3.0,3.0,-0.5444444444444445,-0.375,3.7,0.0,0.0,0.0,74.0,0.0,-0.0,0.5,1.0,4.0,5.551115123125783e-17,1.0,0.0,1.0,5.551115123125783e-17,-0.0,-1.0,20.0,3.4400000000000004,0.0,0.0,82.875,151.33
GDPa1-068,209.0,112.0,68.0,74.0,97.0,68.0,74.0,35.0,29.0,38.0,31.20833333333333,43.0,55.0,37.0,37.0,43.0,2.0,23.0,42.225,53.0,38.0,68.0,29.0,-2.5,1.5,19.0,19.0,19.0,-13.2,17.0,17.0,17.0,28.0,28.0,0.5,-9.1,1.0,8.0,4.0,10.0,3.0,1.5,76.23853211009174,8.0,9.0,8.0,1.5,79.16666666666666,1.5,0.5,-1.0,7.0,0.6,-0.2333333333333333,3.0,0.0,0.0,3.0,4.777777777777778,-1.0,1.0,1.0,0.0,20.0,-0.0,2.0,2.0,-0.5555555555555556,-0.5750000000000001,5.375,0.0,0.0,0.0,74.0,-1.0,1.0,0.5,1.0,2.0,0.1375,0.0,1.0,1.0,0.1375,1.0,-0.5750000000000001,20.0,2.615,0.0,-0.875,77.25,276.0
GDPa1-069,234.2,128.5,65.0,74.0,105.7,65.0,74.0,37.0,28.0,29.0,37.075,34.0,51.0,42.0,42.0,36.0,-0.5,27.0,34.083333333333336,52.0,41.0,65.0,32.0,-2.5,-2.0,15.0,15.0,15.0,-7.899999999999999,17.0,17.0,17.0,31.0,31.0,1.5,-7.4,3.5,12.0,5.0,10.0,-1.0,3.5,79.7196261682243,10.0,10.0,8.0,2.5,83.109243697479,2.0,1.5,-2.0,8.0,1.4,-1.3833333333333335,3.0,2.0,-1.0,0.5,3.272727272727273,-1.0,2.0,1.0,1.5,19.0,1.0,1.0,1.0,-1.6444444444444444,-0.2375,3.7777777777777777,0.0,0.0,0.0,74.0,0.0,1.0,0.0,1.5,3.0,1.1375000000000002,0.0,0.0,1.0,1.1375000000000002,-0.0,-1.6444444444444444,19.0,2.915,0.0,-0.5,85.655,203.48
GDPa1-070,210.9,112.9,65.0,73.0,98.0,65.0,73.0,26.0,31.0,32.0,38.16666666666666,37.0,57.0,37.0,37.0,38.0,2.0,26.0,37.40909090909091,54.0,36.0,65.0,30.0,-3.0,1.0,14.0,14.0,14.0,-8.4,13.0,13.0,13.0,29.0,29.0,1.0,-7.000000000000001,0.0,10.0,5.0,11.0,1.0,1.0,77.9245283018868,6.0,9.0,8.0,2.0,79.3103448275862,1.0,1.0,0.0,7.0,0.3333333333333333,-1.0833333333333333,3.0,1.0,-1.0,1.0,5.428571428571429,-2.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,-0.7333333333333334,-0.7,4.625,0.0,0.0,1.0,73.0,0.0,2.0,-1.0,1.0,2.0,-0.22,0.0,0.0,1.0,-0.6124999999999999,-0.0,-1.0833333333333333,19.0,2.845,0.057291856,0.125,84.13499999999999,177.67
GDPa1-071,210.3,121.0,69.0,74.0,89.3,69.0,74.0,42.0,28.0,42.0,36.266666666666666,46.0,53.0,41.0,41.0,45.0,-1.0,22.0,36.94444444444444,61.0,39.0,69.0,29.0,-3.5,0.5,16.0,16.0,16.0,-14.9,20.0,20.0,20.0,26.0,26.0,-1.5,-9.700000000000005,2.0,9.0,5.0,10.0,-1.0,0.5,75.40540540540542,9.0,9.0,10.0,1.5,80.40650406504065,0.5,1.5,-1.5,8.0,0.1428571428571428,-3.3000000000000003,4.0,3.0,0.0,0.6,4.5,0.0,2.0,0.0,-1.0,20.0,-0.0,2.0,2.0,-1.1555555555555557,0.025,5.111111111111111,0.0,0.0,0.5,74.0,-1.0,-0.0,0.0,1.0,3.0,0.4625,0.0,1.0,0.6666666666666666,0.4625,2.0,-3.3000000000000003,20.0,2.795,0.0,0.625,81.59,202.74
GDPa1-072,209.9,97.8,66.0,74.0,112.1,66.0,74.0,27.0,33.0,38.0,41.91666666666666,42.0,58.0,34.0,34.0,38.0,6.0,20.0,35.142857142857146,52.0,34.0,66.0,34.0,0.5,4.5,16.0,16.0,16.0,-7.700000000000002,13.0,13.0,13.0,31.0,31.0,1.5,-8.300000000000002,3.0,9.0,2.0,14.0,5.0,0.5,77.59259259259258,7.0,8.0,6.0,2.5,78.86956521739131,4.5,1.5,-1.0,7.0,0.5,-0.5499999999999999,3.0,0.0,2.0,5.0,4.75,0.0,1.0,0.0,0.0,20.0,-0.0,2.0,2.0,0.1777777777777777,-1.8125,5.25,2.0,2.0,0.0,74.0,0.0,-0.0,-0.5,0.0,2.0,1.0,2.0,1.0,0.5,1.0,-0.0,-1.8125,19.0,2.785,0.453036087,23.0,75.805,781.93
GDPa1-073,221.7,121.9,69.0,76.0,99.8,69.0,76.0,32.0,32.0,36.0,40.40909090909091,40.0,53.0,41.0,41.0,37.0,0.5,27.0,31.545454545454547,57.0,40.0,69.0,32.0,-0.5,-1.5,15.0,15.0,15.0,-9.700000000000005,14.0,14.0,14.0,30.0,30.0,2.0,-5.8,3.5,12.0,4.0,11.0,1.0,1.5,77.92792792792793,6.0,11.0,8.0,3.5,80.58823529411765,1.5,2.0,-2.0,8.0,1.5,1.45,3.0,2.0,1.0,1.0,5.285714285714286,0.0,2.0,0.0,1.0,20.0,1.0,2.0,2.0,-1.4111111111111112,-1.15,4.444444444444445,1.0,1.0,0.0,76.0,-0.5,-0.0,0.0,1.0,3.0,1.45,2.0,1.0,0.5,-0.5625,-0.0,-1.4111111111111112,20.0,2.79,0.0,-0.375,83.71000000000001,257.51
GDPa1-074,217.2,114.1,65.0,74.0,103.1,65.0,74.0,34.0,33.0,31.0,43.04285714285714,37.0,57.0,37.0,37.0,40.0,0.0,25.0,38.81818181818182,52.0,38.0,65.0,33.0,-3.0,-2.0,16.0,16.0,16.0,-7.899999999999999,17.0,17.0,17.0,29.0,29.0,2.0,-10.100000000000003,4.0,13.0,5.0,11.0,6.0,3.0,77.85046728971963,8.0,10.0,7.0,2.0,79.50819672131148,2.0,2.0,-2.0,7.0,1.0,-0.8833333333333333,5.0,1.0,0.0,3.5,4.444444444444445,1.0,3.0,0.0,0.0,19.0,-0.0,3.0,3.0,-0.9777777777777776,0.4625000000000001,4.625,3.0,3.0,1.0,74.0,-1.0,-0.0,-1.0,0.0,2.0,0.4625000000000001,0.0,1.0,0.5,0.1999999999999998,-0.0,-0.9777777777777776,19.0,3.5700000000000003,0.330434869,2.0,80.655,180.76
GDPa1-075,208.3,105.9,71.0,74.0,102.4,71.0,74.0,28.0,33.0,36.0,40.65476190476191,40.0,60.0,35.0,35.0,38.0,4.5,28.0,35.51515151515152,57.0,35.0,71.0,33.0,2.0,0.5,14.0,14.0,14.0,-8.4,11.0,11.0,11.0,32.0,32.0,4.0,-6.3,3.5,11.0,2.0,12.0,2.0,1.0,78.57142857142857,7.0,12.0,7.0,4.0,79.13793103448276,0.5,4.0,0.0,8.0,0.5,0.8833333333333333,4.0,0.0,0.0,2.0,4.75,0.0,1.0,0.0,1.0,20.0,1.0,0.0,0.0,-0.2777777777777778,-1.7625,4.444444444444445,1.0,1.0,1.0,74.0,0.5,-0.0,0.5,1.0,3.0,0.8833333333333333,1.0,1.0,0.5,-0.0124999999999999,-0.0,-1.7625,20.0,2.545,0.370276996,11.0,83.705,491.08
GDPa1-076,249.9,131.7,5.0,73.0,118.2,26.0,73.0,33.0,26.0,35.0,40.46875,40.0,44.0,41.0,41.0,38.0,0.5,24.0,36.31944444444444,53.0,39.0,67.0,33.0,-3.5,1.0,16.0,16.0,16.0,-7.6,18.0,18.0,18.0,32.0,32.0,-0.5,-5.7,1.5,8.0,4.0,9.0,-1.0,0.5,87.5,6.0,8.0,8.0,0.5,81.17117117117118,1.0,0.5,-1.0,6.0,0.1428571428571428,-0.1166666666666667,4.0,2.0,0.0,0.6,5.428571428571429,0.5,1.0,-1.0,-1.0,19.0,-0.0,2.0,2.0,-0.1555555555555555,0.5625,5.714285714285714,0.0,0.0,0.0,73.0,-1.0,-0.0,-1.0,0.0,3.0,0.5625,0.0,1.0,0.3333333333333333,-0.35,1.0,-0.35,19.0,3.68,0.100224162,3.0,83.045,642.34
GDPa1-077,246.1,140.4,67.0,74.0,105.7,67.0,74.0,37.0,32.0,42.0,27.375,46.0,58.0,44.0,44.0,42.0,7.0,20.0,34.63703703703704,52.0,46.0,67.0,30.0,1.0,5.0,21.0,21.0,21.0,-13.700000000000005,16.0,16.0,16.0,30.0,30.0,2.0,-5.1,3.0,9.0,5.0,15.0,3.0,1.0,77.45454545454545,5.0,8.0,6.0,6.0,79.38461538461539,5.0,2.0,-0.5,9.0,1.0,-3.366666666666667,5.0,1.0,0.0,1.6666666666666667,7.0,0.0,2.0,0.0,1.0,18.0,1.0,4.0,4.0,-0.5888888888888889,0.3,4.6,0.0,0.0,1.5,74.0,0.0,-0.0,0.5,2.0,4.0,0.3999999999999999,1.0,1.0,0.6666666666666666,-0.5375,1.0,-3.366666666666667,20.0,2.825,0.237608382,16.0,75.045,376.03
GDPa1-078,231.2,119.3,65.0,74.0,111.9,65.0,74.0,36.0,30.0,35.0,39.77777777777778,36.0,55.0,38.0,38.0,43.0,5.5,29.0,33.595238095238095,51.0,36.0,65.0,31.0,1.5,4.0,17.0,17.0,17.0,-7.7,16.0,16.0,16.0,33.0,33.0,1.5,-7.800000000000001,2.5,7.0,1.0,12.0,0.0,1.5,80.65420560747663,5.0,9.0,7.0,2.5,78.2051282051282,4.0,1.5,1.0,9.0,1.0,-1.0666666666666669,3.0,2.0,0.0,0.75,7.166666666666667,0.5,-0.0,0.0,1.0,19.0,-0.0,2.0,2.0,-0.9333333333333332,-0.0124999999999999,3.6,0.0,0.0,1.0,74.0,0.0,-0.0,-1.0,1.0,3.0,-0.0124999999999999,0.0,1.0,0.5,-0.0875,-0.0,-1.0666666666666669,20.0,2.4850000000000003,0.141139524,19.125,84.14,213.95
GDPa1-079,221.3,115.8,65.0,73.0,105.5,65.0,73.0,40.0,24.0,34.0,36.37777777777778,37.0,52.0,37.0,37.0,46.0,2.5,27.0,37.20634920634921,56.0,39.0,65.0,29.0,-3.5,2.0,15.0,15.0,15.0,-11.000000000000002,18.0,18.0,18.0,30.0,30.0,0.5,-7.5,1.5,7.0,4.0,9.0,1.0,1.5,78.22429906542055,7.0,10.0,9.0,0.5,78.37606837606837,2.0,0.5,-1.0,7.0,0.4285714285714285,-0.0166666666666666,6.0,2.0,0.0,1.0,5.75,-2.5,1.0,1.0,0.0,20.0,-0.0,1.0,1.0,-1.522222222222222,-0.1375,4.625,0.0,0.0,0.0,73.0,0.0,3.0,0.0,0.0,3.0,-0.0166666666666666,0.0,0.0,1.0,-0.3375,-0.0,-1.522222222222222,19.0,2.585,0.267188177,1.5,82.06,296.49
GDPa1-080,244.8,145.9,65.0,74.0,98.9,65.0,74.0,38.0,28.0,32.0,39.1,37.0,54.0,46.0,46.0,42.0,0.0,28.0,36.67692307692308,55.0,42.0,65.0,31.0,-3.0,-3.0,13.0,13.0,13.0,-7.6,19.0,19.0,19.0,30.0,30.0,3.0,-8.100000000000001,6.0,13.0,6.0,10.0,-1.0,5.0,78.22429906542055,6.0,10.0,7.0,3.0,80.79365079365078,3.0,3.0,-1.0,7.0,1.6666666666666667,-0.5666666666666665,4.0,3.0,-1.0,0.6,6.0,1.0,2.0,1.0,0.0,19.0,1.0,1.0,1.0,-1.8555555555555556,-0.3124999999999999,4.625,1.0,1.0,1.0,74.0,0.0,-0.0,-2.0,1.0,3.0,0.4846153846153845,0.0,0.0,1.0,-0.05,1.0,-1.8555555555555556,19.0,2.6900000000000004,0.0,1.125,,212.57
GDPa1-081,198.7,103.3,68.0,74.0,95.4,68.0,74.0,33.0,29.0,44.0,32.48979591836735,49.0,53.0,35.0,35.0,42.0,1.5,22.0,40.275,55.0,35.0,68.0,28.0,-3.0,2.0,18.0,18.0,18.0,-14.299999999999995,17.0,17.0,17.0,28.0,28.0,-0.5,-10.200000000000005,2.5,8.0,3.0,10.0,1.0,1.0,74.58715596330275,7.0,7.0,7.0,0.0,78.52173913043478,2.0,0.5,-1.0,6.0,0.3333333333333333,-0.0666666666666665,3.0,0.0,0.0,1.0,5.25,-1.0,1.0,0.0,-1.0,20.0,-0.0,1.0,1.0,-0.8222222222222222,-0.3999999999999999,7.0,0.0,0.0,0.0,74.0,0.0,1.0,0.0,0.0,2.0,0.1899999999999999,0.0,2.0,0.6666666666666666,-0.8125,1.0,-0.8222222222222222,19.0,2.8600000000000003,0.100835164,2.5,79.845,395.76
GDPa1-082,217.2,123.2,66.0,74.0,94.0,66.0,74.0,38.0,29.0,40.0,42.583333333333336,43.0,49.0,41.0,41.0,39.0,2.0,22.0,36.14545454545455,56.0,38.0,66.0,32.0,-1.5,0.5,16.0,16.0,16.0,-10.8,21.0,21.0,21.0,28.0,28.0,1.5,-8.800000000000002,1.0,10.0,2.0,11.0,-1.0,1.5,77.81818181818181,9.0,8.0,6.0,0.5,81.76470588235293,0.5,1.5,-1.5,10.0,1.0,-0.4833333333333334,4.0,2.0,0.0,0.5,3.9,0.0,2.0,2.0,0.0,20.0,-0.0,1.0,1.0,-1.2444444444444445,-0.0875,3.909090909090909,0.0,0.0,0.5,74.0,0.0,-0.0,0.0,0.0,4.0,0.4599999999999999,0.0,0.0,2.0,-0.2375,-0.0,-1.2444444444444445,20.0,2.66,0.0,-0.375,79.97,464.78
GDPa1-083,228.9,130.2,65.0,74.0,98.7,65.0,74.0,28.0,31.0,32.0,39.37662337662338,34.0,58.0,40.0,40.0,39.0,-0.5,32.0,35.128571428571426,53.0,38.0,65.0,29.0,-4.5,-4.5,15.0,15.0,15.0,-9.1,15.0,15.0,15.0,31.0,31.0,4.0,-8.100000000000001,8.5,14.0,7.0,10.0,0.0,6.5,79.7196261682243,6.0,11.0,7.0,2.5,79.91596638655463,4.5,4.0,-1.0,8.0,1.4444444444444444,0.5333333333333333,2.0,1.0,-4.0,0.6666666666666666,5.571428571428571,0.0,1.0,1.0,0.0,19.0,4.0,1.0,1.0,-2.311111111111112,-1.7374999999999998,3.7777777777777777,0.0,0.0,0.0,74.0,1.0,1.0,-0.5,0.0,2.0,0.56,0.0,0.0,1.0,-0.6625,-0.0,-2.311111111111112,20.0,2.77,,0.125,76.83,88.48
GDPa1-084,223.1,116.5,68.0,74.0,106.6,68.0,74.0,29.0,35.0,42.0,32.11904761904762,43.0,58.0,39.0,39.0,35.0,1.0,24.0,40.977777777777774,48.0,38.0,68.0,30.0,-6.5,2.5,23.0,23.0,23.0,-14.1,14.0,14.0,14.0,31.0,31.0,-1.5,-6.800000000000001,4.0,12.0,8.0,15.0,3.0,2.5,77.74774774774775,8.0,6.0,7.0,1.5,81.07438016528926,2.5,1.5,-5.0,8.0,0.3846153846153846,-0.8333333333333334,4.0,0.0,0.0,3.0,3.888888888888889,0.0,6.0,0.0,-1.0,19.0,-0.0,2.0,2.0,-0.9333333333333332,-0.25,4.777777777777778,0.0,0.0,1.0,74.0,-1.0,-0.0,0.5,0.0,2.0,-0.0625,0.0,1.0,0.6666666666666666,-0.0625,1.0,-1.6923076923076923,20.0,3.305,0.300861251,5.625,80.33,251.19
GDPa1-085,217.7,111.5,65.0,74.0,106.2,65.0,74.0,31.0,32.0,33.0,37.87878787878788,35.0,57.0,36.0,36.0,40.0,0.5,27.0,37.333333333333336,53.0,37.0,65.0,32.0,-1.0,3.0,14.0,14.0,14.0,-10.0,15.0,15.0,15.0,31.0,31.0,-2.5,-7.9,5.5,8.0,3.0,12.0,2.0,1.0,78.41121495327103,8.0,9.0,11.0,2.0,79.49152542372882,3.0,2.5,-1.0,6.0,1.0,-1.8166666666666669,1.0,0.0,0.5,1.5,4.444444444444445,-1.0,1.0,1.0,0.0,20.0,-0.0,1.0,1.0,-1.6,-1.1375000000000002,5.0,1.0,1.0,0.0,74.0,0.0,1.0,0.5,1.0,2.0,0.3375000000000001,0.5,0.0,1.0,0.3375000000000001,1.0,-1.8166666666666669,20.0,2.62,0.0,-0.375,82.16,313.39
GDPa1-086,225.3,121.1,8.0,74.0,104.2,36.5,74.0,38.0,26.0,32.0,37.97959183673469,34.0,55.0,40.0,40.0,47.0,5.0,31.0,36.81111111111111,53.0,42.0,65.0,29.0,0.0,-1.0,16.0,16.0,16.0,-8.4,18.0,18.0,18.0,30.0,30.0,6.0,-8.100000000000001,7.0,10.0,3.0,9.0,0.0,4.0,83.78504672897196,6.0,14.0,7.0,3.0,78.16000000000001,1.0,6.0,-2.0,7.0,4.0,-0.1833333333333334,5.0,3.0,0.0,0.8,6.714285714285714,0.0,2.0,1.0,1.5,20.0,-0.0,3.0,3.0,-0.9333333333333332,0.0374999999999999,4.25,0.0,0.0,0.0,74.0,0.5,1.0,0.0,1.5,2.0,0.18,0.0,0.0,1.0,-0.9375,-0.0,-1.0000000000000002,19.0,2.99,0.0,21.125,80.62,571.63
