antibody_id,cdr_pca_0,cdr_pca_1,cdr_pca_2,cdr_pca_3,cdr_pca_4,cdr_pca_5,cdr_pca_6,cdr_pca_7,cdr_pca_8,cdr_pca_9,cdr_pca_10,cdr_pca_11,cdr_pca_12,cdr_pca_13,cdr_pca_14,cdr_pca_15,cdr_pca_16,cdr_pca_17,cdr_pca_18,cdr_pca_19,mi_5_10,mi_5_15,mi_10_15,mi_20_25,mi_20_30,mi_25_30,isotype_confidence,isotype_score_IgG,isotype_score_IgA,isotype_score_IgM,isotype_score_IgE,isotype_score_IgD,predicted_isotype_IgE,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_hydrophobic_core_count,vh_core_size,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,vh_net_charge,vl_high_curvature_regions,vl_helix_breakers_count,vl_sheet_breakers_count,vl_thermal_stability_sum,vh_high_curvature_regions,vh_helix_breakers_count,vh_sheet_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,vh_positive_charge_count,vh_thermal_motif_balance,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,vl_rigid_residues_count,full_aromatic_stacking_count,vh_thermolabile_GG_count,vh_thermal_motif_ratio,vh_flexibility_ratio,l1_S_count,vl_thermal_motif_balance,l2_K_count,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-115,1.797682894845707,-0.09564337753574641,0.28678291653835575,-0.09712492991366575,-0.16471938155342794,-0.28607668534773656,-0.013749641404001362,0.041964773198961705,0.07995513106436788,-0.14859635948955194,-0.16058910578020208,-0.03584851373524012,-0.01652725099022758,0.01967133854214368,-0.07766726583358051,-0.010006427047623672,-0.052774523395380746,0.001267626781052348,0.00896883803993204,0.03666970221190042,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.5,128.0,70.0,74.0,117.5,70.0,74.0,35.0,33.0,38.0,36.358024691358025,38.0,53.0,40.0,40.0,38.0,2.0,23.0,32.0,52.0,38.0,70.0,35.0,2.0,19.0,19.0,19.0,-10.4,18.0,18.0,18.0,33.0,33.0,0.0,-8.0,2.0,10.0,13.0,0.0,79.82142857142858,7.0,9.0,9.0,80.5,2.0,0.0,9.0,2.0,2.0,0.75,4.75,2.0,0.0,0.0,2.975,0.0,-0.375,83.61,157.0
GDPa1-116,-1.0703982842019015,-0.047045455230122976,-0.004114167209372252,0.04531607439391597,-0.6293898996723815,0.3137700016820101,-0.10781433350289672,0.03013315868343584,0.38719999256160814,0.39016540174117964,0.09035536923676175,-0.11668963421605272,0.11473765925376211,-0.05321729369442025,0.08891784486341088,-0.009044565796781343,-0.004954765775085483,-0.03632890820999034,-0.06411555669749988,-0.003795084971142161,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220.9,123.8,65.0,74.0,97.1,65.0,74.0,34.0,29.0,32.0,38.78181818181818,38.0,54.0,39.0,39.0,37.0,3.5,26.0,40.36363636363637,56.0,41.0,65.0,29.0,3.0,14.0,14.0,14.0,-10.1,15.0,15.0,15.0,28.0,28.0,0.5,-6.199999999999999,2.5,11.0,14.0,1.0,76.72897196261682,6.0,11.0,10.0,79.91596638655462,3.0,0.5,6.0,5.0,3.0,1.0,5.285714285714286,0.0,3.0,2.0,2.46,0.211552157,0.625,84.31,313.39
GDPa1-117,1.8110443314041973,-0.14852894475458564,0.4179639757343155,-0.04520793937302674,-0.4563157245413314,0.08220795625332693,-0.01919612235818196,-0.07066568386347828,-0.08257799775396898,-0.047678947899163666,-0.02150981824718353,-0.17548704220638472,-0.0390809119450509,0.020536012691236318,-0.03259910999525896,0.10157349757790081,-0.039700152411919314,0.05242576844363835,-0.048929421467333735,-0.03659681338737802,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.7,114.6,70.0,74.0,123.1,70.0,74.0,30.0,31.0,35.0,37.62244897959184,37.0,56.0,36.0,36.0,39.0,6.5,26.0,36.31666666666667,55.0,39.0,70.0,36.0,1.0,17.0,17.0,17.0,-7.899999999999999,15.0,15.0,15.0,33.0,33.0,5.5,-7.300000000000001,4.5,10.0,12.0,5.0,79.46428571428572,6.0,14.0,7.0,78.57142857142857,1.0,5.5,8.0,3.0,0.0,5.0,5.571428571428571,2.0,1.0,0.0,3.08,0.539987917,27.0,81.53,
GDPa1-118,1.7826548649941283,-0.05773948722701553,0.2093418443541022,-0.0040833109833461,-0.17770038711694097,0.1226647455344797,-0.12771617798409596,-0.33799863234609556,-0.16880840180967105,-0.248751989313073,0.030528574029659555,-0.17002294155088302,0.09858501158604338,0.0896924346316633,-0.004643703555484453,-0.17939473232182754,-0.04517663054679828,0.02103801199805915,0.02816672944769687,-0.02445727964877014,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232.1,116.9,70.0,74.0,115.2,70.0,74.0,28.0,35.0,38.0,34.4375,38.0,54.0,40.0,40.0,34.0,2.5,25.0,33.1474358974359,53.0,39.0,70.0,35.0,-0.5,20.0,20.0,20.0,-10.6,16.0,16.0,16.0,31.0,31.0,3.0,-8.000000000000002,3.5,12.0,13.0,3.0,79.10714285714286,9.0,12.0,8.0,82.16666666666667,0.5,3.0,9.0,4.0,0.0,2.0,3.4,2.0,0.0,0.0,2.615,0.114857991,-0.375,82.52,162.76
GDPa1-119,-1.10800252936173,0.1425277475270467,-0.5683389209993918,-0.021081151393342913,-0.16775792822335248,-0.28659281801030917,0.058131204873744936,0.11234059973707962,0.0319211345485884,0.005964060843704811,-0.08582499473474874,-0.1545181387662354,-0.12318976444574653,0.07757571948877058,-0.06877411218184772,0.043810308240610385,-0.057112545921948,0.0035323613776585073,-0.03397159368588327,-0.048881973386848916,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,224.6,114.4,65.0,74.0,110.2,65.0,74.0,32.0,29.0,34.0,37.27272727272727,39.0,53.0,37.0,37.0,40.0,-5.0,19.0,38.95959595959596,55.0,37.0,65.0,31.0,-2.0,17.0,17.0,17.0,-12.100000000000003,16.0,16.0,16.0,29.0,29.0,-3.0,-8.700000000000003,1.0,11.0,9.0,1.0,78.03738317757009,7.0,8.0,11.0,79.56521739130434,2.0,3.0,8.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,2.575,,0.0,83.14500000000001,126.74
GDPa1-120,-1.0930244567954166,0.031481890873768764,0.050555530105091895,-0.14476919463616217,0.24582687773469603,0.11664965850632136,-0.030352313387685334,-0.04114768514263714,0.13022791135498749,0.1436673619660454,0.04519698652868993,0.1857907360498716,0.05505746467501901,-0.009463669136056693,-0.088241404158119,0.10517730120645713,0.01934949091519014,0.003073875594932095,-0.015065163900041518,-0.008998000950582586,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238.9,139.6,65.0,74.0,99.3,65.0,74.0,35.0,30.0,30.0,38.61904761904762,37.0,52.0,43.0,43.0,39.0,4.5,27.0,38.52307692307692,54.0,43.0,65.0,31.0,2.5,13.0,13.0,13.0,-7.000000000000001,18.0,18.0,18.0,31.0,31.0,2.0,-6.000000000000002,0.5,10.0,13.0,-2.0,79.24528301886792,6.0,9.0,7.0,80.65573770491804,2.5,2.0,8.0,2.0,3.0,0.4,5.571428571428571,2.0,1.0,2.0,2.615,0.0,26.125,,352.37
GDPa1-121,-0.36349373730614626,-1.141955433133924,0.02932219300446799,0.2872851486385776,0.412193949866807,-0.13316127779907827,0.08781801860849342,-0.08128507623945547,0.1878428616523425,0.06604045025404964,0.039791761341084114,-0.051726243286430384,0.1524906326241407,0.11716158556605756,0.018360538756903966,-0.10170268371106071,0.00677497691871784,-0.04249235619213709,-0.03842311211814,0.028712630422868708,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.1,121.6,66.0,74.0,109.5,66.0,74.0,35.0,26.0,35.0,37.47916666666666,38.0,49.0,38.0,38.0,40.0,5.0,27.0,37.08571428571429,52.0,37.0,66.0,32.0,3.0,17.0,17.0,17.0,-8.100000000000001,17.0,17.0,17.0,31.0,31.0,2.0,-6.4,1.0,7.0,10.0,0.0,78.33333333333333,7.0,12.0,8.0,80.08849557522124,3.0,2.0,7.0,3.0,3.0,0.8,5.0,4.0,0.0,0.0,2.5,0.101582897,27.5,86.77000000000001,285.99
GDPa1-122,1.7447989018061794,0.040729162666987714,-0.16900967507279135,0.006892125117575515,-0.10902036109877841,0.10508600860270957,0.16073667494740418,-0.038644373589679606,0.20801842201800813,-0.10447882477604015,-0.16388075321505352,-0.1887127416111323,0.011094534646269796,-0.1897133187999809,0.1421598972740396,-0.09816226957572373,-0.04257144381320103,0.015999210271233823,0.04934515131881097,0.015508230453669504,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,242.9,131.6,69.0,73.0,111.3,69.0,73.0,32.0,24.0,36.0,41.3,37.0,52.0,42.0,42.0,39.0,-1.5,27.0,36.875,56.0,41.0,69.0,32.0,1.0,16.0,16.0,16.0,-12.200000000000005,15.0,15.0,15.0,32.0,32.0,-2.5,-4.8,3.5,8.0,9.0,3.0,78.64864864864865,10.0,10.0,12.0,82.71186440677965,1.0,2.5,7.0,3.0,0.0,2.0,3.5454545454545454,2.0,0.0,1.0,3.4850000000000003,,0.0,,57.13
GDPa1-123,-1.0586947384132663,-0.018861037979397886,0.21047769804593833,-0.08370920535302201,-0.0519612981770767,-0.1269422905035547,0.04616593293046241,0.09996917927699714,-0.023695932851796334,-0.015409181109583614,0.03449667463222778,-0.01867210104727527,0.23159024780480303,0.11517945826189145,-0.036415145513798146,0.09624326559944832,0.021571990345298157,-0.02040159349037487,0.09243531852930403,-0.05617004827174508,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223.2,113.1,65.0,74.0,110.1,65.0,74.0,30.0,36.0,32.0,36.975,38.0,57.0,37.0,37.0,36.0,9.5,29.0,37.89523809523809,53.0,39.0,65.0,29.0,7.5,16.0,16.0,16.0,-8.100000000000003,13.0,13.0,13.0,32.0,32.0,2.0,-5.2,5.5,7.0,15.0,4.0,78.78504672897196,7.0,10.0,8.0,79.91596638655463,7.5,2.0,7.0,5.0,0.0,2.5,4.5,1.0,0.0,0.0,2.435,0.332797299,24.5,80.52,124.07
GDPa1-124,-1.049658320139362,-0.07975979920222383,0.3645612222665673,-0.07299820288151815,-0.2120222607323964,0.21449549048232677,0.3616054640499627,-0.33287265473840133,-0.13718900284544533,-0.10583811252291458,0.15175796520657622,-0.018244388366919027,-0.05743546027998555,0.06648939618292624,0.08739617890251006,0.12075036300528232,-0.03114499110359519,-0.08767282993444256,-0.037990862670487624,-0.01910244453005061,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,226.3,123.1,65.0,74.0,103.2,65.0,74.0,39.0,29.0,37.0,37.01234567901235,40.0,51.0,41.0,41.0,44.0,1.5,27.0,39.05,53.0,38.0,65.0,28.0,2.0,17.0,17.0,17.0,-12.4,21.0,21.0,21.0,30.0,30.0,-0.5,-11.0,2.5,10.0,12.0,-2.0,77.03703703703704,7.0,9.0,9.0,79.75206611570248,2.0,0.5,6.0,4.0,3.0,0.5,5.5,2.0,2.0,0.0,2.5,,16.0,82.51,52.18
GDPa1-125,-1.0726292620643902,-0.0021255513723226972,0.12553630830842802,-0.11317858538440233,-0.039320213340754535,0.0074371139282135975,0.09075435013657872,-0.03914182773929322,-0.05856291346126125,0.01742243282129163,-0.008584823059264852,0.16246407902150278,-0.00455603437978564,-0.19793713461387866,-0.07398895842313447,0.12229833275651031,0.0519556222787494,-0.03146590264856841,-0.04874268689044723,-0.04310597422393202,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220.3,114.0,65.0,74.0,106.3,65.0,74.0,32.0,31.0,34.0,40.125,38.0,59.0,40.0,40.0,41.0,-1.5,29.0,35.484848484848484,51.0,41.0,65.0,31.0,-2.0,16.0,16.0,16.0,-7.3,13.0,13.0,13.0,33.0,33.0,0.5,-5.300000000000001,2.5,12.0,11.0,4.0,80.28037383177569,8.0,8.0,7.0,80.2439024390244,2.0,0.5,9.0,4.0,0.0,4.0,4.555555555555555,1.0,1.0,0.0,3.725,0.467733033,8.0,75.01,132.11
GDPa1-126,1.715338764733624,0.18370221721926397,-0.593884461938984,-0.00028191452056382823,0.025052912190960397,-0.02663625420025441,0.02636571139406455,-0.12283350224395956,-0.1506950324611344,0.002498347662655141,0.04021158499585415,-0.08295103211338624,0.08196422253159581,-0.019429214038002747,-0.04234284635464292,0.1020281202627437,-0.06101195349170208,-0.040447080419262954,0.03964730784363992,0.06702170418256713,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.4,102.8,69.0,74.0,107.6,69.0,74.0,32.0,33.0,36.0,41.37037037037037,39.0,54.0,34.0,34.0,38.0,2.5,27.0,37.388888888888886,56.0,35.0,69.0,31.0,2.5,16.0,16.0,16.0,-10.8,16.0,16.0,16.0,33.0,33.0,0.0,-9.7,2.5,9.0,12.0,2.0,79.1891891891892,7.0,9.0,9.0,78.79310344827587,2.5,0.0,8.0,3.0,1.0,1.3333333333333333,4.75,1.0,0.0,2.0,3.055,0.144886122,-0.375,80.68,352.37
GDPa1-127,-1.0722047565362365,-0.014420296267972657,0.240862579211686,-0.12946221584720818,0.14656919803714236,-0.05475566789327535,0.06297826011258098,-0.09538031848041265,-0.05244859941829567,0.04290571198362701,0.0037326885882430143,0.03522091957144287,-0.0017298229478552914,0.009050587529874289,0.011445364866901639,-0.05888080064806644,0.047886484915786086,-0.033941770732867874,0.041304662086238154,0.09323839851119245,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238.2,128.4,65.0,74.0,109.8,65.0,74.0,34.0,32.0,31.0,38.125,34.0,53.0,42.0,42.0,39.0,0.0,30.0,45.21111111111111,51.0,40.0,65.0,32.0,-1.0,14.0,14.0,14.0,-5.800000000000001,17.0,17.0,17.0,34.0,34.0,1.0,-6.3000000000000025,2.0,10.0,9.0,2.0,80.84112149532712,7.0,9.0,8.0,80.73170731707317,1.0,1.0,8.0,4.0,2.0,1.3333333333333333,4.875,2.0,1.0,0.0,4.5,0.447300883,11.625,,148.22
GDPa1-128,-1.0692093797798914,-0.026315411987292994,0.1562953233001192,-0.09283029179259747,-0.06752558664485314,-0.07289663185399554,-0.3414973315498944,0.1504720180929845,-0.13079981856880812,0.03827502529491942,0.03123369340975005,0.014829046024905984,-0.12571779384092474,-0.1901843422336224,-0.002487726974429512,-0.03360470811437328,0.04058220656924782,-0.0964651799765011,0.06373946910669633,0.0003118104300912023,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.2,104.9,64.0,74.0,85.3,64.0,74.0,35.0,30.0,35.0,37.142857142857146,39.0,58.0,35.0,35.0,40.0,2.5,27.0,34.52,50.0,37.0,64.0,28.0,-0.5,17.0,17.0,17.0,-10.6,15.0,15.0,15.0,28.0,28.0,3.0,-10.500000000000002,3.5,10.0,10.0,4.0,77.88461538461539,9.0,11.0,7.0,79.5,0.5,3.0,8.0,3.0,0.0,4.0,4.0,1.0,0.0,0.0,2.515,0.0,2.0,84.84,224.95
GDPa1-129,1.7782768370375788,-0.03415205610618785,0.10351198594524684,-0.004717793142964298,-0.261603219669803,0.10648505494473925,-0.3506638801754715,0.16273305856791517,0.0290614099831215,-0.13538083383341404,0.011146780156286744,0.05810467012617597,0.2609441416203742,0.007903582494853754,-0.1485712871876729,-0.029496543565335785,-0.005881940537698323,-0.01099799110206365,0.009252654670386044,0.048117099005071336,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.3,128.7,70.0,74.0,123.6,70.0,74.0,33.0,31.0,35.0,34.666666666666664,35.0,51.0,42.0,42.0,38.0,9.0,28.0,34.582417582417584,55.0,41.0,70.0,35.0,5.5,18.0,18.0,18.0,-9.5,15.0,15.0,15.0,33.0,33.0,3.5,-3.800000000000002,2.0,7.0,13.0,2.0,79.82142857142857,5.0,14.0,9.0,80.33898305084746,5.5,3.5,8.0,4.0,1.0,1.3333333333333333,6.333333333333333,1.0,1.0,0.0,2.555,0.281187545,12.0,80.09,154.15
GDPa1-130,1.797682894845707,-0.09564337753574641,0.28678291653835575,-0.09712492991366575,-0.16471938155342794,-0.28607668534773656,-0.013749641404001362,0.041964773198961705,0.07995513106436788,-0.14859635948955194,-0.16058910578020208,-0.03584851373524012,-0.01652725099022758,0.01967133854214368,-0.07766726583358051,-0.010006427047623672,-0.052774523395380746,0.001267626781052348,0.00896883803993204,0.03666970221190042,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.5,128.0,70.0,74.0,117.5,70.0,74.0,35.0,33.0,38.0,36.358024691358025,38.0,53.0,40.0,40.0,38.0,2.0,23.0,32.0,52.0,38.0,70.0,35.0,2.0,19.0,19.0,19.0,-10.4,18.0,18.0,18.0,33.0,33.0,0.0,-8.0,2.0,10.0,13.0,0.0,79.82142857142858,7.0,9.0,9.0,80.5,2.0,0.0,9.0,2.0,2.0,0.75,4.75,2.0,0.0,0.0,2.9850000000000003,0.0,-0.5,83.495,240.58
GDPa1-131,-0.3903461524859001,0.7845591408388853,0.062297045473557765,0.9019979353861493,-0.16546916655942562,0.126285768691356,-0.03544848789815079,-0.1082427204099971,0.352515850507607,0.18612858098197488,0.037086797593637366,0.005590246751574395,-0.1713306265321147,0.02649836625277648,0.008596748888267558,0.163075946321848,0.16212649430030218,-0.04512341423188451,0.020162648448598868,-0.00403518896002443,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.2,123.8,65.0,76.0,109.4,65.0,76.0,38.0,28.0,31.0,40.35714285714285,35.0,54.0,41.0,41.0,43.0,2.0,27.0,35.31111111111111,53.0,37.0,65.0,33.0,-1.0,14.0,14.0,14.0,-6.7,16.0,16.0,16.0,31.0,31.0,3.0,-7.600000000000001,4.0,10.0,9.0,1.0,78.97196261682242,7.0,10.0,7.0,80.16949152542372,1.0,3.0,7.0,4.0,2.0,1.0,5.375,0.0,2.0,2.0,2.6900000000000004,,1.0,,140.25
GDPa1-132,1.7408169148734491,0.06078081913278037,-0.003466943692058129,-0.1085617128021793,0.22037981113155367,0.03768956503144759,0.05708933505520386,0.015506698257207092,0.002830835251755843,0.20331280221213463,-0.18130152677337974,0.05349444051913686,0.13917074910653313,-0.021553143048332214,-0.0076669546981901855,0.05316961147798833,-0.0781649604227292,-0.07703212325746474,-0.06194243992767211,-0.09357499560262479,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.7,105.5,71.0,74.0,106.2,71.0,74.0,33.0,32.0,35.0,41.34444444444444,38.0,59.0,35.0,35.0,42.0,4.5,27.0,37.86813186813187,57.0,37.0,71.0,34.0,5.5,15.0,15.0,15.0,-10.7,14.0,14.0,14.0,31.0,31.0,-1.0,-7.800000000000001,6.5,7.0,13.0,4.0,78.49557522123894,7.0,9.0,10.0,78.16666666666667,5.5,1.0,8.0,3.0,0.0,4.0,5.25,2.0,2.0,1.0,2.96,0.319664946,13.125,85.285,301.96
GDPa1-133,-1.0947773460595083,0.059317325125406196,-0.19215602119352698,-0.04975918511900737,-0.049432032665206585,-0.12417798639527454,-0.22544607433405772,-0.25534142599061765,0.025305157906570463,0.08898397695904063,-0.025501070148715978,-0.031858587971796824,0.04158238490183414,0.012936115991017044,0.1454268986926931,-0.037727057493660086,-0.02642641635237674,0.029543155913575474,-0.037917141028828434,-0.09524389735773603,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,216.3,108.2,65.0,74.0,108.1,65.0,74.0,31.0,33.0,26.0,38.94230769230769,34.0,58.0,35.0,35.0,37.0,4.0,28.0,34.06818181818182,54.0,36.0,65.0,32.0,0.5,13.0,13.0,13.0,-5.8,16.0,16.0,16.0,32.0,32.0,3.5,-9.7,3.0,11.0,12.0,2.0,78.97196261682242,9.0,13.0,8.0,80.0,0.5,3.5,6.0,3.0,1.0,1.3333333333333333,3.7,0.0,0.0,1.0,2.715,,0.0,81.755,116.1
GDPa1-134,-1.0949823416599458,0.0416683712290061,0.04143667774870856,-0.12147337912561645,0.24998399497409055,0.10973296625671278,-0.05050032066823606,0.09501255636516831,-0.133328274289285,0.04765861535664313,-0.06089632446120664,-0.010378319183323898,-0.1278787669108006,-0.02378825285109484,-0.11800372473672746,0.02455142698727917,0.005298304088592269,0.10690099925569678,0.022744113288322064,-0.051589927967256116,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202.3,101.8,64.0,74.0,100.5,64.0,74.0,32.0,34.0,33.0,38.82142857142857,39.0,62.0,35.0,35.0,40.0,1.5,23.0,40.63095238095238,54.0,36.0,64.0,32.0,1.0,13.0,13.0,13.0,-7.4,13.0,13.0,13.0,30.0,30.0,0.5,-9.8,0.5,12.0,14.0,4.0,77.9245283018868,7.0,8.0,7.0,78.4297520661157,1.0,0.5,7.0,3.0,0.0,2.5,5.0,2.0,2.0,2.0,2.6900000000000004,0.0,-0.375,,291.17
GDPa1-135,1.7556671274939093,0.04861895358333237,-0.07679566453004383,0.007980402809738591,-0.08138796074212598,0.07455572932201862,0.10831797689990612,-0.0639198019066075,-0.21955777124966713,-0.05536786427463814,0.02518844579017053,0.017469941849434845,-0.03281856450789815,0.14665252625766573,0.028572910456972075,-0.17690583609738286,0.01075469380739095,-0.15176222156972474,-0.0340058234549605,-0.04371583246029486,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248.5,135.9,68.0,74.0,112.6,68.0,74.0,30.0,33.0,41.0,30.446428571428573,42.0,55.0,42.0,42.0,37.0,-3.0,26.0,32.676923076923075,48.0,40.0,68.0,29.0,-3.5,23.0,23.0,23.0,-13.200000000000005,16.0,16.0,16.0,33.0,33.0,0.5,-7.200000000000003,4.0,13.0,10.0,1.0,79.1891891891892,7.0,8.0,7.0,81.33333333333333,3.5,0.5,9.0,2.0,1.0,1.0,4.625,1.0,1.0,1.0,2.925,0.319048265,1.25,85.93,
GDPa1-136,1.7409746574671576,0.06088608171684664,0.0050209825230648495,-0.052572190512637354,0.2350418059424143,0.03770286902298648,0.09927130522629064,0.056350805193882476,-0.04513078059308517,-0.04569227974853437,-0.07699250509528818,0.03471147811076289,0.03723190363757327,-0.03704209559042832,0.13837561568375156,-0.1112893396784845,-0.006128993290563188,-0.007794251414912165,-0.06514237362769458,0.0225460796679939,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244.5,127.1,71.0,73.0,117.4,71.0,73.0,35.0,22.0,37.0,41.18888888888889,39.0,56.0,39.0,39.0,42.0,3.0,28.0,38.63636363636363,55.0,39.0,71.0,33.0,2.5,17.0,17.0,17.0,-10.7,17.0,17.0,17.0,34.0,34.0,0.5,-6.799999999999999,2.0,8.0,11.0,3.0,78.8495575221239,12.0,10.0,9.0,82.10084033613444,2.5,0.5,7.0,2.0,1.0,2.0,3.230769230769231,2.0,0.0,1.0,2.5700000000000003,0.0,-0.875,84.07,319.37
GDPa1-137,1.7942810599101855,-0.08462296482819819,0.2731968348983733,5.335877029401706e-05,-0.3262212340627982,0.16058057414108148,-0.10599265440706347,0.1631958610107707,0.049190109807413944,0.012282430894908573,0.11951460269522995,-0.11162203301090926,0.15826443339194401,0.130359108075325,-0.009545784139710335,0.07595734744833768,0.01978850497875842,0.017883075260894502,0.191423446166173,-0.029233603098108876,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.7,116.4,70.0,74.0,121.3,70.0,74.0,35.0,32.0,38.0,36.76923076923077,38.0,57.0,40.0,40.0,40.0,6.5,27.0,37.0,56.0,36.0,70.0,33.0,2.0,18.0,18.0,18.0,-9.3,16.0,16.0,16.0,33.0,33.0,4.5,-8.799999999999999,2.5,9.0,11.0,1.0,79.82142857142858,9.0,13.0,7.0,81.16666666666667,2.0,4.5,9.0,4.0,0.0,1.0,4.0,1.0,-1.0,0.0,2.49,0.396378105,-0.875,82.93,162.76
GDPa1-138,-1.0852284456394896,0.0315983721784336,-0.27639380944425324,0.08555178001680169,-0.545448780990928,0.23104701782481718,0.01607266231462205,0.021160308312427562,0.06476084274631212,0.3805162298218398,-0.17036550173381815,0.0965842343638762,0.09435637643698179,0.07195023991204726,-0.1291362286937965,-0.09741808313943211,0.019704555511455765,0.01322327894160662,0.04519015281276842,0.007281495590441404,0.2753404683978537,0.6878245979181922,0.5575603546747868,0.000848159205339,0.0793195880563385,0.0115093100536744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.9,103.1,65.0,74.0,108.8,65.0,74.0,31.0,32.0,30.0,38.15,37.0,57.0,34.0,34.0,39.0,6.0,24.0,36.40476190476191,51.0,35.0,65.0,33.0,4.5,16.0,16.0,16.0,-6.9,14.0,14.0,14.0,33.0,33.0,1.5,-9.3,3.0,9.0,14.0,2.0,79.90654205607476,7.0,10.0,8.0,78.69565217391305,4.5,1.5,8.0,2.0,0.0,2.0,4.875,0.0,0.0,2.0,2.675,,20.625,78.36500000000001,133.78
